parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,c,inst,pname,pstyle,ptype,r,sp,usecol
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:22,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,22,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:23,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,23,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:24,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,24,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:25,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,25,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:26,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,26,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:27,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,27,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:28,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,28,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,29,a
