parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,c,inst,pname,pstyle,ptype,r,sp,usecol
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:8,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,8,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:9,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,9,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:10,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,10,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:11,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,11,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:12,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,12,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:13,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,13,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,14,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:14,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,14,a
